Ticker,Company Name,CIK,Sector,Industry,Market Cap
ATNM,"Actinium Pharmaceuticals, Inc.",0001388320,Healthcare,Biotechnology,230165216
LTCH,"Latch, Inc.",0001826000,Technology,Software—Application,139486400
XFOR,"X4 Pharmaceuticals, Inc",0001501697,Healthcare,Biotechnology,155831584
ARMP,"Armata Pharmaceuticals, Inc.",0000921114,Healthcare,Biotechnology,138983680
EVG,Eaton Vance Short Duration Diversified Income Fund,0001287498,Financial Services,Asset Management,144240160
VRDR,"VERDE RESOURCES, INC.",0001506929,Basic Materials,Agricultural Inputs,143084400
SGA,SAGA COMMUNICATIONS INC,0000886136,Communication Services,Broadcasting,138575472
JYNT,JOINT Corp,0001612630,Healthcare,Medical Care Facilities,143854432
TKNO,"Alpha Teknova, Inc.",0001850902,Healthcare,Drug Manufacturers—Specialty & Generic,122789336
MYFW,First Western Financial Inc,0001327607,Financial Services,Banks—Regional,135813232
MSD,MORGAN STANLEY EMERGING MARKETS DEBT FUND INC,0000904112,Financial Services,Asset Management,143883808
UPLD,"Upland Software, Inc.",0001505155,Technology,Software—Application,75883144
QRHC,Quest Resource Holding Corp,0001442236,Industrials,Waste Management,140758320
AVBH,"Avidbank Holdings, Inc.",0001443575,Financial Services,Banks—Regional,143744704
ANIX,Anixa Biosciences Inc,0000715446,Healthcare,Biotechnology,111942656
FLME,Flame Acquisition Corp.,0001831481,Financial Services,Shell Companies,160835632
CVM,CEL SCI CORP,0000725363,Healthcare,Biotechnology,108498192
PRTS,"CarParts.com, Inc.",0001378950,Consumer Cyclical,Internet Retail,146333936
GRWG,GrowGeneration Corp.,0001604868,Consumer Cyclical,Specialty Retail,125994728
GF,NEW GERMANY FUND INC,0000858706,Financial Services,Asset Management,144873424
CYBN,CYBIN INC.,0001833141,Healthcare,Biotechnology,140306992
MHF,WESTERN ASSET MUNICIPAL HIGH INCOME FUND INC.,0000830487,Financial Services,Asset Management,142681408
INTT,INTEST CORP,0001036262,Technology,Semiconductor Equipment & Materials,140827856
LCA,"Landcadia Holdings IV, Inc.",0001844642,Financial Services,Shell Companies,142906592
WNNR,Andretti Acquisition Corp.,0001843714,Financial Services,Shell Companies,125294744
ISSC,INNOVATIVE SOLUTIONS & SUPPORT INC,0000836690,Industrials,Aerospace & Defense,141426000
CRGO,Freightos Ltd,0001927719,Industrials,Integrated Freight & Logistics,137146192
BBXIA,"BBX Capital, Inc.",0001814974,Financial Services,Asset Management,142459264
AMTX,"AEMETIS, INC",0000738214,Energy,Oil & Gas Refining & Marketing,138272048
CATO,CATO CORP,0000018255,Consumer Cyclical,Apparel Retail,133186240
VCXB,10X Capital Venture Acquisition Corp. III,0001848948,Financial Services,Shell Companies,142234544
ALUR,"ALLURION TECHNOLOGIES, INC.",0001964979,Healthcare,Medical Devices,147636672
NKTR,NEKTAR THERAPEUTICS,0000906709,Healthcare,Biotechnology,136382192
FGBI,"First Guaranty Bancshares, Inc.",0001408534,Financial Services,Banks—Regional,140410624
BCAB,"BioAtla, Inc.",0001826892,Healthcare,Biotechnology,127988592
OPTN,"OptiNose, Inc.",0001494650,Healthcare,Drug Manufacturers—Specialty & Generic,202723152
TRLM,"TRULEUM, INC.",0000855787,Energy,Oil & Gas E&P,108711000
ALTO,"Alto Ingredients, Inc.",0000778164,Basic Materials,Specialty Chemicals,164843104
BZUN,Baozun Inc.,0001625414,Consumer Cyclical,Internet Retail,141041008
CFBK,CF BANKSHARES INC.,0001070680,Financial Services,Banks—Regional,141056816
EXFY,"Expensify, Inc.",0001476840,Technology,Software—Application,175137984
BWG,BrandywineGLOBAL-Global Income Opportunities Fund Inc,0001504545,Financial Services,Asset Management,139675872
HCIL,"Hongchang International Co., Ltd",0001086303,Consumer Defensive,Packaged Foods,115491784
SKYX,SKYX Platforms Corp.,0001598981,Industrials,Electrical Equipment & Parts,110608888
CSTE,Caesarstone Ltd.,0001504379,Industrials,Building Products & Equipment,151216432
ARBE,Arbe Robotics Ltd.,0001861841,Technology,Software—Infrastructure,166641136
FLFV,Feutune Light Acquisition Corp,0001912582,Financial Services,Shell Companies,139275840
EP,EMPIRE PETROLEUM CORP,0000887396,Energy,Oil & Gas E&P,136209184
BTA,BlackRock Long-Term Municipal Advantage Trust,0001343793,Financial Services,Asset Management,136810128
WILC,G WILLI FOOD INTERNATIONAL LTD,0001030997,Consumer Defensive,Food Distribution,142129824
SPWH,"SPORTSMAN'S WAREHOUSE HOLDINGS, INC.",0001132105,Consumer Cyclical,Specialty Retail,135432160
ARAT,Arax Holdings Corp,0001566243,Technology,Software—Infrastructure,129388600
PRPL,"Purple Innovation, Inc.",0001643953,Consumer Cyclical,"Furnishings, Fixtures & Appliances",182594576
SURG,"SurgePays, Inc.",0001392694,Technology,Software—Application,123361480
ALSA,Alpha Star Acquisition Corp,0001865111,Financial Services,Shell Companies,138143312
PNST,"Pinstripes Holdings, Inc.",0001852633,Consumer Cyclical,Restaurants,138691760
DMF,"BNY MELLON MUNICIPAL INCOME, INC.",0000839122,Financial Services,Asset Management,137205760
ISRL,Israel Acquisitions Corp,0001915328,Financial Services,Shell Companies,137556144
MVO,MV Oil Trust,0001371782,Energy,Oil & Gas E&P,123625000
XTNT,"Xtant Medical Holdings, Inc.",0001453593,Healthcare,Medical Devices,160035296
ZFOX,"ZeroFox Holdings, Inc.",0001823575,Technology,Software—Infrastructure,138972480
VTYX,"Ventyx Biosciences, Inc.",0001851194,Healthcare,Biotechnology,452308448
MNSB,"MainStreet Bancshares, Inc.",0001693577,Financial Services,Banks—Regional,135568832
OCGN,"Ocugen, Inc.",0001372299,Healthcare,Biotechnology,240521920
LYBC,LYONS BANCORP INC,0000816332,Financial Services,Banks—Regional,134154144
VTNR,Vertex Energy Inc.,0000890447,Energy,Oil & Gas Refining & Marketing,119464528
EAXR,"Ealixir, Inc.",0000832370,Technology,Information Technology Services,125848440
IRRX,INTEGRATED RAIL & RESOURCES ACQUISITION CORP,0001854795,Financial Services,Shell Companies,135855120
ZTEK,Zentek Ltd.,0001904501,Healthcare,Medical Instruments & Supplies,124961544
CIA,"CITIZENS, INC.",0000024090,Financial Services,Insurance—Life,137260432
SPE,"SPECIAL OPPORTUNITIES FUND, INC.",0000897802,Financial Services,Asset Management,136422736
MCRB,"Seres Therapeutics, Inc.",0001609809,Healthcare,Biotechnology,149291824
LGVC,LAMF Global Ventures Corp. I,0001879297,Financial Services,Shell Companies,136161712
NAK,NORTHERN DYNASTY MINERALS LTD,0001164771,Basic Materials,Other Industrial Metals & Mining,125249992
HITI,High Tide Inc.,0001847409,Healthcare,Pharmaceutical Retailers,136611136
BSET,BASSETT FURNITURE INDUSTRIES INC,0000010329,Consumer Cyclical,"Furnishings, Fixtures & Appliances",136485952
EDF,Virtus Stone Harbor Emerging Markets Income Fund,0001501103,Financial Services,Asset Management,135674896
ELVA,Electrovaya Inc.,0001844450,Industrials,Electrical Equipment & Parts,137740208
MYNA,Mynaric AG,0001850453,Technology,Communication Equipment,118471008
EM,Smart Share Global Ltd,0001834253,Consumer Cyclical,Personal Services,166959696
CNDB,Concord Acquisition Corp III,0001851961,Financial Services,Shell Companies,133807024
RELL,"RICHARDSON ELECTRONICS, LTD.",0000355948,Technology,Electronic Components,123722336
VTGN,"Vistagen Therapeutics, Inc.",0001411685,Healthcare,Biotechnology,141071536
ATEK,Athena Technology Acquisition Corp. II,0001882198,Financial Services,Shell Companies,135130592
FINW,Finwise Bancorp,0001856365,Financial Services,Banks—Regional,109693808
IGA,Voya Global Advantage & Premium Opportunity Fund,0001332943,Financial Services,Asset Management,133101160
ABEO,ABEONA THERAPEUTICS INC.,0000318306,Healthcare,Biotechnology,170816848
LAKE,LAKELAND INDUSTRIES INC,0000798081,Consumer Cyclical,Apparel Manufacturing,135879824
NNAG,99 Acquisition Group Inc.,0001950429,Financial Services,Shell Companies,132996504
FONR,FONAR CORP,0000355019,Healthcare,Diagnostics & Research,148586912
VMCA,Valuence Merger Corp. I,0001892747,Financial Services,Shell Companies,132593424
BANX,ArrowMark Financial Corp.,0001578987,Financial Services,Asset Management,132924496
DHCA,DHC Acquisition Corp.,0001838163,Financial Services,Shell Companies,105772176
LVO,"LiveOne, Inc.",0001491419,Communication Services,Entertainment,145741104
WEA,WESTERN ASSET PREMIER BOND FUND,0001163792,Financial Services,Asset Management,130144272
VTSI,"VirTra, Inc",0001085243,Industrials,Aerospace & Defense,106176272
ESOA,Energy Services of America CORP,0001357971,Industrials,Engineering & Construction,131059208
FCCO,FIRST COMMUNITY CORP /SC/,0000932781,Financial Services,Banks—Regional,123585048
SKLZ,Skillz Inc.,0001801661,Communication Services,Electronic Gaming & Multimedia,142627200
INO,"INOVIO PHARMACEUTICALS, INC.",0001055726,Healthcare,Biotechnology,194275600
DMO,Western Asset Mortgage Opportunity Fund Inc.,0001478102,Financial Services,Asset Management,130454912
HNVR,"Hanover Bancorp, Inc. /NY",0001828588,Financial Services,Banks—Regional,120080336
CRAWA,CRAWFORD UNITED Corp,0000047307,Industrials,Specialty Industrial Machinery,135163488
UNB,UNION BANKSHARES INC,0000706863,Financial Services,Banks—Regional,137920928
PFD,FLAHERTY & CRUMRINE PREFERRED & INCOME FUND INC,0000868578,Financial Services,Asset Management,131225048
BFIN,BankFinancial CORP,0001303942,Financial Services,Banks—Regional,124759000
ACAH,Atlantic Coastal Acquisition Corp.,0001836274,Financial Services,Shell Companies,127046920
SNDA,"SONIDA SENIOR LIVING, INC.",0001043000,Healthcare,Medical Care Facilities,132807168
NMG,Nouveau Monde Graphite Inc.,0001649752,Basic Materials,Other Industrial Metals & Mining,172387888
ALOT,"AstroNova, Inc.",0000008146,Technology,Computer Hardware,129590864
FNWB,First Northwest Bancorp,0001556727,Financial Services,Banks—Regional,149176384
ZLS,Zalatoris II Acquisition Corp,0001853397,Financial Services,Shell Companies,129053752
NIU,Niu Technologies,0001744781,Consumer Cyclical,Auto Manufacturers,138796768
DSGN,"Design Therapeutics, Inc.",0001807120,Healthcare,Biotechnology,161005744
JHS,JOHN HANCOCK INCOME SECURITIES TRUST,0000759866,Financial Services,Asset Management,125317416
TPIC,"TPI COMPOSITES, INC",0001455684,Industrials,Specialty Industrial Machinery,136761536
MVNC,Marvion Inc.,0001439264,Communication Services,Entertainment,100202192
LGYV,LEGACY VENTURES INTERNATIONAL INC.,0001616788,Financial Services,Shell Companies,125787752
PXLW,"PIXELWORKS, INC",0001040161,Technology,Semiconductors,147389888
FNRN,FIRST NORTHERN COMMUNITY BANCORP,0001114927,Financial Services,Banks—Regional,123002184
FMN,Federated Hermes Premier Municipal Income Fund,0001199004,Financial Services,Asset Management,127320760
GOAI,Eva Live Inc,0001983736,Communication Services,Entertainment,260655744
AJX,Great Ajax Corp.,0001614806,Real Estate,REIT—Mortgage,111213816
CHMX,NEXT-ChemX Corporation.,0001657045,Industrials,Consulting Services,128460600
PHUN,"Phunware, Inc.",0001665300,Technology,Software—Application,62458528
GBIO,Generation Bio Co.,0001733294,Healthcare,Biotechnology,169820448
RMGC,RMG Acquisition Corp. III,0001838108,Financial Services,Shell Companies,127108000
OAKC,"Oakworth Capital, Inc.",0001588871,Financial Services,Banks—Regional,112885024
ELEV,"Elevation Oncology, Inc.",0001783032,Healthcare,Biotechnology,160539648
FRAF,FRANKLIN FINANCIAL SERVICES CORP /PA/,0000723646,Financial Services,Banks—Regional,115656656
SATL,Satellogic Inc.,0001874315,Industrials,Aerospace & Defense,144000960
FIAC,Focus Impact Acquisition Corp.,0001854480,Financial Services,Shell Companies,125980800
CWGL,"Crimson Wine Group, Ltd",0001562151,Consumer Defensive,Beverages—Wineries & Distilleries,126445904
HOLO,MicroCloud Hologram Inc.,0001841209,Technology,Electronic Components,59864228
HEQ,John Hancock Hedged Equity & Income Fund,0001496749,Financial Services,Asset Management,124710312
NAZ,NUVEEN ARIZONA QUALITY MUNICIPAL INCOME FUND,0000892992,Financial Services,Asset Management,125583600
ARC,"ARC DOCUMENT SOLUTIONS, INC.",0001305168,Industrials,Specialty Business Services,114708008
TATT,TAT TECHNOLOGIES LTD,0000808439,Industrials,Aerospace & Defense,133354320
GATE,Marblegate Acquisition Corp.,0001838513,Financial Services,Shell Companies,125364424
STKS,"ONE Group Hospitality, Inc.",0001399520,Consumer Cyclical,Restaurants,123529536
VFL,abrdn National Municipal Income Fund,0000895574,Financial Services,Asset Management,125849504
DSAQ,Direct Selling Acquisition Corp.,0001871745,Financial Services,Shell Companies,124913960
PETS,PETMED EXPRESS INC,0001040130,Healthcare,Pharmaceutical Retailers,106475144
FREVS,FIRST REAL ESTATE INVESTMENT TRUST OF NEW JERSEY,0000036840,Real Estate,REIT—Residential,122080000
NPAB,New Providence Acquisition Corp. II,0001837929,Financial Services,Shell Companies,123587064
UBFO,UNITED SECURITY BANCSHARES,0001137547,Financial Services,Banks—Regional,127900848
IH,iHuman Inc.,0001814423,Consumer Defensive,Education & Training Services,105479600
ZOM,Zomedica Corp.,0001684144,Healthcare,Medical Devices,132881224
NTIC,NORTHERN TECHNOLOGIES INTERNATIONAL CORP,0000875582,Basic Materials,Specialty Chemicals,134154744
OVBC,OHIO VALLEY BANC CORP,0000894671,Financial Services,Banks—Regional,119423712
KCGI,Kensington Capital Acquisition Corp. V,0001865407,Financial Services,Shell Companies,123466736
CWBC,COMMUNITY WEST BANCSHARES /,0001051343,Financial Services,Banks—Regional,128155000
PLMI,Plum Acquisition Corp. I,0001840317,Financial Services,Shell Companies,123371272
MKFG,Markforged Holding Corp,0001816613,Technology,Computer Hardware,134128544
ARBK,Argo Blockchain Plc,0001841675,Financial Services,Capital Markets,144000416
EVGR,Evergreen Corp,0001900402,Financial Services,Shell Companies,123108032
MRMD,MARIMED INC.,0001522767,Healthcare,Drug Manufacturers—Specialty & Generic,105314152
DIT,AMCON DISTRIBUTING CO,0000928465,Consumer Defensive,Food Distribution,127011640
CMBM,Cambium Networks Corp,0001738177,Technology,Communication Equipment,118298328
ZCAR,"Zoomcar Holdings, Inc.",0001854275,Industrials,Rental & Leasing Services,91671456
RR,RICHTECH ROBOTICS INC.,0001963685,Industrials,Specialty Industrial Machinery,105692528
NSTB,Northern Star Investment Corp. II,0001834518,Financial Services,Shell Companies,120277352
CAPR,"CAPRICOR THERAPEUTICS, INC.",0001133869,Healthcare,Biotechnology,133641192
CCFN,MUNCY COLUMBIA FINANCIAL Corp,0000731122,Financial Services,Banks—Regional,107097000
MHGU,MERITAGE HOSPITALITY GROUP INC,0000808219,Consumer Cyclical,Restaurants,121849952
CZWI,Citizens Community Bancorp Inc.,0001367859,Financial Services,Banks—Regional,122624848
BRAG,Bragg Gaming Group Inc.,0001867834,Communication Services,Electronic Gaming & Multimedia,120936904
PPYA,Papaya Growth Opportunity Corp. I,0001894057,Financial Services,Shell Companies,121493968
LGO,Largo Inc.,0001400438,Basic Materials,Other Industrial Metals & Mining,115367936
GMGI,"Golden Matrix Group, Inc.",0001437925,Communication Services,Electronic Gaming & Multimedia,106918432
FXNC,FIRST NATIONAL CORP /VA/,0000719402,Financial Services,Banks—Regional,111952912
PWFL,"PowerFleet, Inc.",0001774170,Technology,Communication Equipment,117040232
ATOS,"ATOSSA THERAPEUTICS, INC.",0001488039,Healthcare,Biotechnology,125930520
ATHA,"Athira Pharma, Inc.",0001620463,Healthcare,Biotechnology,152540272
ELA,Envela Corp,0000701719,Consumer Cyclical,Luxury Goods,119616000
GTH,Genetron Holdings Ltd,0001782594,Healthcare,Diagnostics & Research,123335160
NVCT,"Nuvectis Pharma, Inc.",0001875558,Healthcare,Biotechnology,172313024
ECBK,"ECB Bancorp, Inc. /MD/",0001914605,Financial Services,Banks—Regional,119901520
PHD,"Pioneer Floating Rate Fund, Inc.",0001305767,Financial Services,Asset Management,119665280
TZOO,TRAVELZOO,0001133311,Communication Services,Advertising Agencies,124907888
RVPH,"REVIVA PHARMACEUTICALS HOLDINGS, INC.",0001742927,Healthcare,Biotechnology,106090680
IOBT,"IO Biotech, Inc.",0001865494,Healthcare,Biotechnology,101324824
GLQ,Clough Global Equity Fund,0001316463,Financial Services,Asset Management,118689488
CPTK,Crown PropTech Acquisitions,0001827899,Financial Services,Shell Companies,119620264
BOCN,Blue Ocean Acquisition Corp,0001856961,Financial Services,Shell Companies,118983432
YI,"111, Inc.",0001738906,Healthcare,Medical Distribution,114239152
FSFG,"First Savings Financial Group, Inc.",0001435508,Financial Services,Banks—Regional,114983184
OTLK,"Outlook Therapeutics, Inc.",0001649989,Healthcare,Biotechnology,113264280
STG,Sunlands Technology Group,0001723935,Consumer Defensive,Education & Training Services,139045536
NGM,NGM BIOPHARMACEUTICALS INC,0001426332,Healthcare,Biotechnology,128114784
RCFA,RCF Acquisition Corp.,0001870143,Financial Services,Shell Companies,118004704
LFT,"Lument Finance Trust, Inc.",0001547546,Real Estate,REIT—Mortgage,118564824
SRL,Scully Royalty Ltd.,0000016859,Financial Services,Capital Markets,112688016
NDLS,NOODLES & Co,0001275158,Consumer Cyclical,Restaurants,112547152
DMAC,DiaMedica Therapeutics Inc.,0001401040,Healthcare,Biotechnology,111963416
FRD,FRIEDMAN INDUSTRIES INC,0000039092,Basic Materials,Steel,128329224
CPHC,Canterbury Park Holding Corp,0001672909,Consumer Cyclical,Gambling,118078000
FNCB,"FNCB Bancorp, Inc.",0001035976,Financial Services,Banks—Regional,112588032
FNGR,"FingerMotion, Inc.",0001602409,Communication Services,Telecom Services,139245312
CONN,CONNS INC,0001223389,Consumer Cyclical,Specialty Retail,101391912
ULBI,ULTRALIFE CORP,0000875657,Industrials,Electrical Equipment & Parts,146897488
IXAQ,IX Acquisition Corp.,0001852019,Financial Services,Shell Companies,115800344
JHI,JOHN HANCOCK INVESTORS TRUST,0000759828,Financial Services,Asset Management,114728496
LIFE,aTYR PHARMA INC,0001339970,Healthcare,Biotechnology,112435392
ABAT,AMERICAN BATTERY TECHNOLOGY Co,0001576873,Basic Materials,Other Industrial Metals & Mining,107920592
RMBI,"Richmond Mutual Bancorporation, Inc.",0001767837,Financial Services,Banks—Regional,128230952
CBFV,"CB Financial Services, Inc.",0001605301,Financial Services,Banks—Regional,111452392
GVXXF,GoviEx Uranium Inc.,0001490596,Energy,Uranium,100037208
BGFV,BIG 5 SPORTING GOODS Corp,0001156388,Consumer Cyclical,Specialty Retail,107284240
PAI,Western Asset Investment Grade Income Fund Inc.,0000075398,Financial Services,Asset Management,112324440
NOTV,"Inotiv, Inc.",0000720154,Healthcare,Diagnostics & Research,168929088
TCOA,Zalatoris Acquisition Corp.,0001846750,Financial Services,Shell Companies,77737848
PCF,HIGH INCOME SECURITIES FUND,0000810943,Financial Services,Asset Management,117878584
ANVS,"Annovis Bio, Inc.",0001477845,Healthcare,Biotechnology,93737912
ALLK,Allakos Inc.,0001564824,Healthcare,Biotechnology,136900416
ETON,"Eton Pharmaceuticals, Inc.",0001710340,Healthcare,Drug Manufacturers—Specialty & Generic,115462800
PSQH,"PSQ Holdings, Inc.",0001847064,Technology,Software—Application,125688296
ARRW,Arrowroot Acquisition Corp.,0001835972,Financial Services,Shell Companies,122149648
LUNR,"Intuitive Machines, Inc.",0001844452,Industrials,Aerospace & Defense,171834160
PGSS,Pegasus Digital Mobility Acquisition Corp.,0001861541,Financial Services,Shell Companies,113906248
OPRT,Oportun Financial Corp,0001538716,Financial Services,Credit Services,128363248
SEER,"Seer, Inc.",0001726445,Healthcare,Biotechnology,115842744
AOUT,"American Outdoor Brands, Inc.",0001808997,Consumer Cyclical,Leisure,105886896
CXE,MFS HIGH INCOME MUNICIPAL TRUST,0000845606,Financial Services,Asset Management,112074224
LITB,"LightInTheBox Holding Co., Ltd.",0001523836,Consumer Cyclical,Internet Retail,105877840
BYNO,byNordic Acquisition Corp,0001801417,Financial Services,Shell Companies,113501736
KGEI,Kolibri Global Energy Inc.,0001477081,Energy,Oil & Gas E&P,112220640
NIM,NUVEEN SELECT MATURITIES MUNICIPAL FUND,0000890119,Financial Services,Asset Management,110152416
TOP,TOP Financial Group Ltd,0001848275,Financial Services,Capital Markets,101238208
CDXC,ChromaDex Corp.,0001386570,Healthcare,Biotechnology,126967744
MDV,"Modiv Industrial, Inc.",0001645873,Real Estate,REIT—Diversified,113624400
AXR,AMREP CORP.,0000006207,Real Estate,Real Estate—Development,109695960
DHX,"DHI GROUP, INC.",0001393883,Technology,Software—Application,135931968
CYT,"Cyteir Therapeutics, Inc.",0001662244,Healthcare,Biotechnology,111594104
CSPI,CSP INC /MA/,0000356037,Technology,Information Technology Services,223856832
APXI,APx Acquisition Corp. I,0001868573,Financial Services,Shell Companies,112182552
RNAC,"Cartesian Therapeutics, Inc.",0001453687,Healthcare,Biotechnology,117494960
PHX,PHX MINERALS INC.,0000315131,Energy,Oil & Gas E&P,112480912
VOC,VOC Energy Trust,0001505413,Energy,Oil & Gas E&P,113294800
EMYB,"Embassy Bancorp, Inc.",0001449794,Financial Services,Banks—Regional,107675328
CDAQ,Compass Digital Acquisition Corp.,0001851909,Financial Services,Shell Companies,111876112
MDWD,MediWound Ltd.,0001593984,Healthcare,Biotechnology,133218304
BGSF,"BGSF, INC.",0001474903,Industrials,Staffing & Employment Services,109853664
WMPN,William Penn Bancorporation,0001828376,Financial Services,Banks—Regional,116144048
KF,KOREA FUND INC,0000748691,Financial Services,Asset Management,115392104
ORMP,ORAMED PHARMACEUTICALS INC.,0001176309,Healthcare,Biotechnology,137757680
OCCI,"OFS Credit Company, Inc.",0001716951,Financial Services,Asset Management,109349792
SHAP,Spree Acquisition Corp. 1 Ltd,0001881462,Financial Services,Shell Companies,111091072
IAF,"ABRDN AUSTRALIA EQUITY FUND, INC.",0000779336,Financial Services,Asset Management,105472160
KNTE,Kinnate Biopharma Inc.,0001797768,Healthcare,Biotechnology,117680160
FTCO,Fortitude Gold Corp,0001828377,Basic Materials,Gold,106453488
TWOA,two,0001843988,Financial Services,Shell Companies,102334792
CMCA,Capitalworks Emerging Markets Acquisition Corp,0001865248,Financial Services,Shell Companies,110682288
ALYA,Alithya Group inc,0001734520,Technology,Information Technology Services,107883584
ZVIA,Zevia PBC,0001854139,Consumer Defensive,Beverages—Non-Alcoholic,102925352
COOL,Corner Growth Acquisition Corp.,0001829953,Financial Services,Shell Companies,113576904
BTAI,"BioXcel Therapeutics, Inc.",0001720893,Healthcare,Biotechnology,99348816
IMUX,"IMMUNIC, INC.",0001280776,Healthcare,Biotechnology,125001312
MRBK,Meridian Corp,0001750735,Financial Services,Banks—Regional,103442752
SBI,WESTERN ASSET INTERMEDIATE MUNI FUND INC.,0000882300,Financial Services,Asset Management,110686880
BSEM,BIOSTEM TECHNOLOGIES,0001658678,Healthcare,Biotechnology,109778840
CITE,Cartica Acquisition Corp,0001848437,Financial Services,Shell Companies,109907552
TGAA,Target Global Acquisition I Corp.,0001847355,Financial Services,Shell Companies,110009488
WHG,WESTWOOD HOLDINGS GROUP INC,0001165002,Financial Services,Asset Management,110877416
AXTI,AXT INC,0001051627,Technology,Semiconductor Equipment & Materials,206001088
UEIC,UNIVERSAL ELECTRONICS INC,0000101984,Technology,Consumer Electronics,110308448
DLNG,Dynagas LNG Partners LP,0001578453,Energy,Oil & Gas Midstream,107458744
CHAA,Catcha Investment Corp,0001838293,Financial Services,Shell Companies,110749400
ECF,ELLSWORTH GROWTH & INCOME FUND LTD,0000793040,Financial Services,Asset Management,109947880
CBRG,Chain Bridge I,0001845149,Financial Services,Shell Companies,74391048
TORO,TORO CORP.,0001941131,Industrials,Marine Shipping,115017936
LARK,LANDMARK BANCORP INC,0001141688,Financial Services,Banks—Regional,108456472
THM,INTERNATIONAL TOWER HILL MINES LTD,0001134115,Basic Materials,Gold,100864936
LDTC,LeddarTech Holdings Inc.,0001981462,Technology,Software—Application,119399656
PLX,"Protalix BioTherapeutics, Inc.",0001006281,Healthcare,Biotechnology,113075744
AFBI,"Affinity Bancshares, Inc.",0001823406,Financial Services,Banks—Regional,105875032
EPSN,Epsilon Energy Ltd.,0001726126,Energy,Oil & Gas E&P,110691192
AKA,A.K.A. BRANDS HOLDING CORP.,0001865107,Consumer Cyclical,Internet Retail,137628608
BEEM,Beam Global,0001398805,Technology,Solar,97569960
NOBH,NOBILITY HOMES INC,0000072205,Consumer Cyclical,Residential Construction,107879640
SILC,SILICOM LTD.,0000916793,Technology,Communication Equipment,102763168
BSBK,Bogota Financial Corp.,0001787414,Financial Services,Banks—Regional,103577760
GLT,Glatfelter Corp,0000041719,Basic Materials,Paper & Paper Products,95809664
ROOT,"Root, Inc.",0001788882,Financial Services,Insurance—Property & Casualty,408946016
WISH,ContextLogic Inc.,0001822250,Consumer Cyclical,Internet Retail,156889248
UFI,UNIFI INC,0000100726,Consumer Cyclical,Textile Manufacturing,105862888
DPCS,DP Cap Acquisition Corp I,0001857803,Financial Services,Shell Companies,107511024
CNTY,CENTURY CASINOS INC /CO/,0000911147,Consumer Cyclical,Resorts & Casinos,88043712
VUZI,Vuzix Corp,0001463972,Technology,Consumer Electronics,109385424
MDXH,MDxHealth SA,0001872529,Healthcare,Diagnostics & Research,113387248
PFO,Flaherty & Crumrine PREFERRED & INCOME OPPORTUNITY FUND INC,0000882071,Financial Services,Asset Management,107495408
CUE,"Cue Biopharma, Inc.",0001645460,Healthcare,Biotechnology,94984544
GLSI,"Greenwich LifeSciences, Inc.",0001799788,Healthcare,Biotechnology,152892304
AMIX,"Autonomix Medical, Inc.",0001617867,Healthcare,Medical Devices,80624368
SLAC,Social Leverage Acquisition Corp I,0001834755,Financial Services,Shell Companies,104926544
BLUA,BlueRiver Acquisition Corp.,0001831006,Financial Services,Shell Companies,105999624
IVAC,INTEVAC INC,0001001902,Industrials,Specialty Industrial Machinery,103647184
EVF,EATON VANCE SENIOR INCOME TRUST,0001070732,Financial Services,Asset Management,100471520
SY,So-Young International Inc.,0001758530,Healthcare,Health Information Services,116164128
PESI,PERMA FIX ENVIRONMENTAL SERVICES INC,0000891532,Industrials,Waste Management,107272808
LIFW,"MSP Recovery, Inc.",0001802450,Healthcare,Health Information Services,113859048
FBYD,"Falcon's Beyond Global, Inc.",0001937987,Industrials,Conglomerates,95525304
MCAC,Monterey Capital Acquisition Corp,0001895249,Financial Services,Shell Companies,106243792
PORT,Southport Acquisition Corp,0001865200,Financial Services,Shell Companies,106128648
SHLT,SHL TELEMEDICINE LTD,0001166834,Healthcare,Health Information Services,101143576
STIM,"Neuronetics, Inc.",0001227636,Healthcare,Diagnostics & Research,85352648
BATL,BATTALION OIL CORP,0001282648,Energy,Oil & Gas E&P,95701712
CCRD,CoreCard Corp,0000320340,Technology,Software—Application,105559096
BMBN,BENCHMARK BANKSHARES INC,0000804563,Financial Services,Banks—Regional,102112776
YTRA,"Yatra Online, Inc.",0001516899,Consumer Cyclical,Travel Services,103335760
EFSI,EAGLE FINANCIAL SERVICES INC,0000880641,Financial Services,Banks—Regional,105626704
SBFG,"SB FINANCIAL GROUP, INC.",0000767405,Financial Services,Banks—Regional,94012800
MITA,Coliseum Acquisition Corp.,0001847440,Financial Services,Shell Companies,103310584
MDBH,"MDB Capital Holdings, LLC",0001934642,Financial Services,Capital Markets,111547560
PLG,PLATINUM GROUP METALS LTD,0001095052,Basic Materials,Other Precious Metals & Mining,101434704
CSLM,CSLM ACQUISITION CORP.,0001875493,Financial Services,Shell Companies,104675344
HAO,Haoxi Health Technology Ltd,0001954594,Communication Services,Advertising Agencies,237761040
MGF,MFS GOVERNMENT MARKETS INCOME TRUST,0000811922,Financial Services,Asset Management,99888968
WHEN,"WORLD HEALTH ENERGY HOLDINGS, INC.",0000943535,Technology,Software—Infrastructure,52079600
ELTK,ELTEK LTD,0001024672,Technology,Electronic Components,88824736
BW,"Babcock & Wilcox Enterprises, Inc.",0001630805,Industrials,Specialty Industrial Machinery,111714248
